IUCN_species_name,genus,species,common_name,order_e,family_e,diet_inv_e,diet_fruit_e,diet_cat_e,diet_breadth,min_body_size_mm,max_body_size_mm,body_size_mm,min_longevity,max_longevity,longevity,min_home_range,max_home_range,home_range_size,generation_time,IUCN_category
Percnostola rufifrons,Percnostola,rufifrons,Black-headed Antbird,Passeriformes,Thamnophilidae,80,10,Invertebrate,0.63903186,130,155,155,14.2,16.2,16.2,0.81,2.73,2.73,4.8,LC
Perissocephalus tricolor,Perissocephalus,tricolor,Capuchinbird,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,345,355,355,NA,NA,NA,NA,NA,NA,4.6,LC
Pezopetes capitalis,Pezopetes,capitalis,Large-footed Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,174,200,200,NA,NA,NA,NA,NA,NA,4.8,LC
Phainoptila melanoxantha,Phainoptila,melanoxantha,Black-and-yellow Silky-flycatcher,Passeriformes,Bombycillidae,20,80,FruiNect,0.500402424,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,LC
Pharomachrus antisianus,Pharomachrus,antisianus,Crested Quetzal,Trogoniformes,Trogonidae,10,80,FruiNect,0.63903186,330,340,340,NA,NA,NA,NA,NA,NA,7.3,LC
Pharomachrus auriceps,Pharomachrus,auriceps,Golden-headed Quetzal,Trogoniformes,Trogonidae,0,100,FruiNect,0,330,360,360,NA,NA,NA,NA,NA,NA,7.3,LC
Pharomachrus fulgidus,Pharomachrus,fulgidus,White-tipped Quetzal,Trogoniformes,Trogonidae,0,100,FruiNect,0,NA,NA,330,NA,NA,NA,NA,NA,NA,7.3,LC
Pharomachrus mocinno,Pharomachrus,mocinno,Resplendent Quetzal,Trogoniformes,Trogonidae,20,70,FruiNect,0.801818553,NA,NA,410,NA,NA,NA,0.06,0.1,0.1,7.3,NT
Pharomachrus pavoninus,Pharomachrus,pavoninus,Pavonine Quetzal,Trogoniformes,Trogonidae,10,90,FruiNect,0.325082973,330,340,340,NA,NA,NA,NA,NA,NA,7.3,LC
Phelpsia inornata,Phelpsia,inornata,White-bearded Flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,165,180,180,NA,NA,6,NA,NA,NA,3.6,LC
Pheucticus aureoventris,Pheucticus,aureoventris,Black-backed Grosbeak,Passeriformes,Cardinalidae,50,50,Omnivore,0.693147181,NA,NA,220,NA,NA,NA,NA,NA,NA,4.8,LC
Pheucticus chrysogaster,Pheucticus,chrysogaster,Golden-bellied Grosbeak,Passeriformes,Cardinalidae,40,30,Omnivore,1.088899975,NA,NA,215,NA,NA,NA,NA,NA,NA,4.8,LC
Pheucticus chrysopeplus,Pheucticus,chrysopeplus,Yellow Grosbeak,Passeriformes,Cardinalidae,40,40,Omnivore,1.054920168,215,240,240,NA,NA,NA,NA,NA,NA,3.3,LC
Pheucticus ludovicianus,Pheucticus,ludovicianus,Rose-breasted Grosbeak,Passeriformes,Cardinalidae,50,20,Omnivore,1.220607265,180,215,215,NA,NA,NA,NA,NA,NA,4.7,LC
Pheucticus melanocephalus,Pheucticus,melanocephalus,Black-headed Grosbeak,Passeriformes,Cardinalidae,70,20,Invertebrate,0.801818553,180,190,190,NA,NA,25,0.0043,0.039,0.039,5,LC
Pheucticus tibialis,Pheucticus,tibialis,Black-thighed Grosbeak,Passeriformes,Cardinalidae,40,40,Omnivore,1.054920168,NA,NA,200,NA,NA,NA,NA,NA,NA,3.3,LC
Pheugopedius felix,Pheugopedius,felix,Happy Wren,Passeriformes,Troglodytidae,80,10,Invertebrate,0.63903186,125,140,140,NA,NA,NA,NA,NA,NA,2.55,LC
Phibalura boliviana,Phibalura,boliviana,Swallow-tailed Cotinga,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,210,235,235,NA,NA,NA,NA,NA,NA,4.6,EN
Phoenicircus carnifex,Phoenicircus,carnifex,Guianan Red-cotinga,Passeriformes,Cotingidae,0,100,FruiNect,0,220,240,240,NA,NA,NA,NA,NA,NA,4.6,LC
Phoenicircus nigricollis,Phoenicircus,nigricollis,Black-necked Red-cotinga,Passeriformes,Cotingidae,0,100,FruiNect,0,220,240,240,NA,NA,NA,NA,NA,NA,4.6,LC
Phyllomyias burmeisteri,Phyllomyias,burmeisteri,Rough-legged Tyrannulet,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,124,126,126,NA,NA,NA,NA,NA,NA,3.6,LC
Phyllomyias cinereiceps,Phyllomyias,cinereiceps,Ashy-headed Tyrannulet,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,NA,NA,110,NA,NA,NA,NA,NA,NA,3.6,LC
Phyllomyias fasciatus,Phyllomyias,fasciatus,Planalto Tyrannulet,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,110,115,115,NA,NA,4.33,NA,NA,0.001,3.6,LC
Phyllomyias griseiceps,Phyllomyias,griseiceps,Sooty-headed Tyrannulet,Passeriformes,Tyrannidae,60,40,Invertebrate,0.673011667,NA,NA,100,NA,NA,NA,NA,NA,NA,3.6,LC
Phyllomyias nigrocapillus,Phyllomyias,nigrocapillus,Black-capped Tyrannulet,Passeriformes,Tyrannidae,60,40,Invertebrate,0.673011667,NA,NA,115,NA,NA,NA,NA,NA,NA,3.6,LC
Phyllomyias plumbeiceps,Phyllomyias,plumbeiceps,Plumbeous-crowned Tyrannulet,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,115,117,117,NA,NA,NA,NA,NA,NA,3.6,LC
Phyllomyias urichi,Phyllomyias,urichi,Urich's Tyrannulet,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,NA,NA,115,NA,NA,NA,NA,NA,NA,3.6,EN
Phyllomyias uropygialis,Phyllomyias,uropygialis,Tawny-rumped Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,110,NA,NA,NA,NA,NA,0.078,3.6,LC
Phyllomyias virescens,Phyllomyias,virescens,Greenish Tyrannulet,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,NA,NA,120,NA,NA,NA,NA,NA,NA,3.6,LC
Phyllomyias zeledoni,Phyllomyias,zeledoni,White-fronted Tyrannulet,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,107,115,115,NA,NA,NA,NA,NA,NA,3.6,LC
Phylloscartes nigrifrons,Phylloscartes,nigrifrons,Black-fronted Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,120,130,125,NA,NA,NA,NA,NA,NA,3.6,LC
Phylloscartes superciliaris,Phylloscartes,superciliaris,Rufous-browed Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,95,122,122,NA,NA,NA,NA,NA,NA,3.6,LC
Pinaroloxias inornata,Pinaroloxias,inornata,Cocos Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,120,NA,NA,NA,NA,NA,NA,3.8,VU
Pionites melanocephalus,Pionites,melanocephalus,Black-headed Parrot,Psittaciformes,Psittacidae,0,30,FruiNect,0.897945725,NA,NA,230,NA,22.6,22.6,NA,NA,NA,7.9,LC
Pionites xanthomerius,Pionites,xanthomerius,White-bellied Parrot,Psittaciformes,Psittacidae,0,40,PlantSeed,0.673011667,NA,NA,230,NA,26,26,NA,NA,NA,7.9,LC
Pionopsitta pileata,Pionopsitta,pileata,Pileated Parrot,Psittaciformes,Psittacidae,0,40,PlantSeed,1.088899975,NA,NA,220,NA,NA,NA,NA,NA,NA,5.8,LC
Pionus chalcopterus,Pionus,chalcopterus,Bronze-winged Parrot,Psittaciformes,Psittacidae,0,80,FruiNect,0.500402424,280,290,290,NA,NA,15.23,NA,NA,NA,6.7,LC
Pionus fuscus,Pionus,fuscus,Dusky Parrot,Psittaciformes,Psittacidae,0,100,FruiNect,0,250,260,260,NA,NA,9.1,1,NA,1,6.7,LC
Pionus maximiliani,Pionus,maximiliani,Scaly-headed Parrot,Psittaciformes,Psittacidae,0,10,PlantSeed,0.801818553,250,290,290,NA,NA,16,NA,NA,0.01,6.7,LC
Pionus menstruus,Pionus,menstruus,Blue-headed Parrot,Psittaciformes,Psittacidae,0,30,PlantSeed,1.088899975,240,280,280,NA,NA,20.6,NA,NA,1,6.7,LC
Pionus senilis,Pionus,senilis,White-crowned Parrot,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,240,NA,NA,NA,NA,NA,NA,6.7,LC
Pionus seniloides,Pionus,seniloides,White-capped Parrot,Psittaciformes,Psittacidae,0,100,FruiNect,0,260,290,290,NA,NA,7.6,NA,NA,NA,6.7,LC
Pionus sordidus,Pionus,sordidus,Red-billed Parrot,Psittaciformes,Psittacidae,0,60,FruiNect,0.673011667,NA,NA,280,NA,NA,5.7,NA,NA,NA,6.7,LC
Pionus tumultuosus,Pionus,tumultuosus,Speckle-faced Parrot,Psittaciformes,Psittacidae,0,100,FruiNect,0,290,300,300,NA,NA,13.76,NA,NA,NA,6.7,LC
Pipile cujubi,Pipile,cujubi,Red-throated Piping-guan,Galliformes,Cracidae,10,60,FruiNect,1.088899975,690,760,760,NA,NA,NA,NA,NA,NA,7.7,LC
Pipile cumanensis,Pipile,cumanensis,Blue-throated Piping-guan,Galliformes,Cracidae,10,80,FruiNect,0.63903186,600,690,690,NA,NA,NA,NA,NA,NA,5.7,LC
Pipile grayi,Pipile,grayi,White-throated Piping-guan,Galliformes,Cracidae,10,80,FruiNect,0.63903186,600,690,690,NA,NA,NA,NA,NA,NA,5.7,NT
Pipile jacutinga,Pipile,jacutinga,Black-fronted Piping-guan,Galliformes,Cracidae,10,70,FruiNect,0.940447989,630,740,740,NA,NA,NA,NA,NA,NA,5.7,EN
Pipilo chlorurus,Pipilo,chlorurus,Green-tailed Towhee,Passeriformes,Emberizidae,40,20,Omnivore,1.054920168,NA,NA,180,NA,NA,7.7,NA,NA,0.009,4.2,LC
Pipilo erythrophthalmus,Pipilo,erythrophthalmus,Eastern Towhee,Passeriformes,Emberizidae,30,30,Omnivore,1.088899975,173,208,208,NA,NA,12.3,0.0026,0.028,0.028,4.1,LC
Pipilo ocai,Pipilo,ocai,Collared Towhee,Passeriformes,Emberizidae,50,10,Omnivore,0.943348392,195,230,230,NA,NA,NA,NA,NA,NA,2.8,LC
Pipra aureola,Pipra,aureola,Crimson-hooded Manakin,Passeriformes,Pipridae,10,90,FruiNect,0.325082973,NA,NA,110,NA,NA,12,NA,NA,NA,5.1,LC
Pipra fasciicauda,Pipra,fasciicauda,Band-tailed Manakin,Passeriformes,Pipridae,10,90,FruiNect,0.325082973,NA,NA,110,NA,NA,NA,NA,NA,0.0345,5.4,LC
Pipra filicauda,Pipra,filicauda,Wire-tailed Manakin,Passeriformes,Pipridae,10,90,FruiNect,0.325082973,NA,NA,115,NA,NA,NA,0.04,0.05,0.05,5.1,LC
Pipraeidea bonariensis,Pipraeidea,bonariensis,Blue-and-yellow Tanager,Passeriformes,Thraupidae,0,80,FruiNect,0.63903186,155,190,190,NA,NA,NA,NA,NA,NA,4,LC
Pipraeidea melanonota,Pipraeidea,melanonota,Fawn-breasted Tanager,Passeriformes,Thraupidae,30,50,Omnivore,1.029653014,130,150,150,NA,NA,3.7,NA,NA,NA,3.7,LC
Pipreola arcuata,Pipreola,arcuata,Barred Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,220,230,230,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola aureopectus,Pipreola,aureopectus,Golden-breasted Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,165,175,175,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola chlorolepidota,Pipreola,chlorolepidota,Fiery-throated Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,120,130,130,NA,NA,NA,NA,NA,NA,4.6,NT
Pipreola formosa,Pipreola,formosa,Handsome Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,160,180,180,NA,NA,6,NA,NA,NA,4.6,LC
Pipreola frontalis,Pipreola,frontalis,Scarlet-breasted Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,155,165,165,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola intermedia,Pipreola,intermedia,Band-tailed Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,NA,NA,190,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola jucunda,Pipreola,jucunda,Orange-breasted Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,NA,NA,180,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola lubomirskii,Pipreola,lubomirskii,Black-chested Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,170,180,180,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola pulchra,Pipreola,pulchra,Masked Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,NA,NA,180,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola riefferii,Pipreola,riefferii,Green-and-black Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,175,200,200,NA,NA,NA,NA,NA,NA,4.6,LC
Pipreola whitelyi,Pipreola,whitelyi,Red-banded Fruiteater,Passeriformes,Cotingidae,0,100,FruiNect,0,165,170,170,NA,NA,NA,NA,NA,NA,4.6,LC
Piprites chloris,Piprites,chloris,Wing-barred Piprites,Passeriformes,Pipridae,90,10,Invertebrate,0.325082973,125,140,140,NA,NA,NA,NA,NA,NA,4.4,LC
Piprites griseiceps,Piprites,griseiceps,Grey-headed Piprites,Passeriformes,Pipridae,50,50,Omnivore,0.693147181,NA,NA,120,NA,NA,NA,NA,NA,NA,4.4,LC
Piranga bidentata,Piranga,bidentata,Flame-coloured Tanager,Passeriformes,Cardinalidae,40,60,FruiNect,0.673011667,180,190,190,NA,NA,NA,NA,NA,NA,2.8,LC
Piranga erythrocephala,Piranga,erythrocephala,Red-headed Tanager,Passeriformes,Cardinalidae,50,50,Omnivore,0.693147181,NA,NA,150,NA,NA,NA,NA,NA,NA,2.5,LC
Piranga flava,Piranga,flava,Hepatic Tanager,Passeriformes,Cardinalidae,80,20,Invertebrate,0.500402424,173,190,190,NA,NA,NA,NA,NA,0.0024,4.1,LC
Piranga hepatica,Piranga,hepatica,Hepatic Tanager,Passeriformes,Thraupidae,70,30,Invertebrate,0.610864302,173,190,190,NA,NA,NA,NA,NA,NA,4.1,LC
Piranga leucoptera,Piranga,leucoptera,White-winged Tanager,Passeriformes,Cardinalidae,50,30,Omnivore,1.029653014,NA,NA,130,NA,NA,NA,NA,NA,NA,2.3,LC
Piranga ludoviciana,Piranga,ludoviciana,Western Tanager,Passeriformes,Cardinalidae,80,20,Invertebrate,0.500402424,165,195,195,NA,NA,15.3,0.0081,0.0283,0.0283,4.1,LC
Piranga olivacea,Piranga,olivacea,Scarlet Tanager,Passeriformes,Cardinalidae,80,10,Invertebrate,0.63903186,130,180,180,NA,11.9,11.9,0.009,0.125,0.125,4.4,LC
Piranga roseogularis,Piranga,roseogularis,Rose-throated Tanager,Passeriformes,Cardinalidae,70,30,Invertebrate,0.610864302,NA,NA,160,NA,NA,NA,0.026,0.056,0.056,2.4,LC
Piranga rubra,Piranga,rubra,Summer Tanager,Passeriformes,Cardinalidae,90,10,Invertebrate,0.325082973,NA,NA,170,NA,NA,7.9,0.026,0.056,0.056,3.8,LC
Piranga rubriceps,Piranga,rubriceps,Red-hooded Tanager,Passeriformes,Cardinalidae,60,20,Invertebrate,0.950270539,NA,NA,170,NA,NA,NA,NA,NA,NA,4.1,LC
Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Passeriformes,Tyrannidae,40,30,Omnivore,1.418483662,205,235,235,NA,NA,8.75,NA,NA,0.0036,3.6,LC
Platyrinchus cancrominus,Platyrinchus,cancrominus,Stub-tailed Spadebill,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,90,95,95,NA,NA,NA,NA,NA,NA,3,LC
Platyspiza crassirostris,Platyspiza,crassirostris,Vegetarian Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,160,NA,NA,NA,NA,NA,NA,3.8,LC
Poecile gambeli,Poecile,gambeli,Mountain Chickadee,Passeriformes,Paridae,60,20,Invertebrate,0.950270539,121.5,140,140,NA,NA,10,NA,NA,NA,4.2,LC
Poospiza baeri,Poospiza,baeri,Tucuman Mountain-finch,Passeriformes,Thraupidae,40,20,Omnivore,1.279854226,165,180,180,NA,NA,NA,NA,NA,NA,3.8,VU
Poospiza boliviana,Poospiza,boliviana,Bolivian Warbling-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,150,160,160,NA,NA,NA,NA,NA,NA,3.8,LC
Poospiza garleppi,Poospiza,garleppi,Cochabamba Mountain-finch,Passeriformes,Thraupidae,40,20,Omnivore,1.279854226,170,180,180,NA,NA,NA,NA,NA,NA,3.8,EN
Porphyrolaema porphyrolaema,Porphyrolaema,porphyrolaema,Purple-throated Cotinga,Passeriformes,Cotingidae,0,100,FruiNect,0,180,185,185,NA,NA,NA,NA,NA,NA,4.6,LC
Primolius auricollis,Primolius,auricollis,Yellow-collared Macaw,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,370,450,450,NA,NA,25.21,NA,NA,NA,10.2,LC
Primolius couloni,Primolius,couloni,Blue-headed Macaw,Psittaciformes,Psittacidae,0,50,Omnivore,0.943348392,NA,NA,410,NA,NA,13.3,NA,NA,NA,5,VU
Procnias albus,Procnias,albus,White Bellbird,Passeriformes,Cotingidae,0,100,FruiNect,0,NA,NA,275,NA,NA,NA,NA,NA,NA,4.6,LC
Procnias averano,Procnias,averano,Bearded Bellbird,Passeriformes,Cotingidae,0,100,FruiNect,0,270,290,290,NA,NA,NA,NA,NA,NA,4.6,LC
Procnias nudicollis,Procnias,nudicollis,Bare-throated Bellbird,Passeriformes,Cotingidae,0,100,FruiNect,0,NA,NA,290,NA,NA,NA,NA,NA,NA,5.54,VU
Procnias tricarunculatus,Procnias,tricarunculatus,Three-wattled Bellbird,Passeriformes,Cotingidae,0,100,FruiNect,0,300,330,330,NA,NA,NA,NA,NA,0.0225,4.6,VU
Protonotaria citrea,Protonotaria,citrea,Prothonotary Warbler,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,NA,NA,140,NA,NA,8.1,0.005,0.054,0.054,2.36,LC
Psaltriparus minimus,Psaltriparus,minimus,Bushtit,Passeriformes,Aegithalidae,70,10,Invertebrate,0.940447989,70,80,80,NA,NA,8.42,0.32,1,1,3.6,LC
Psarocolius angustifrons,Psarocolius,angustifrons,Russet-backed Oropendola,Passeriformes,Icteridae,40,40,Omnivore,1.054920168,440,480,480,NA,NA,NA,NA,NA,NA,4.6,LC
Psarocolius atrovirens,Psarocolius,atrovirens,Dusky-green Oropendola,Passeriformes,Icteridae,60,40,Invertebrate,0.673011667,NA,NA,420,NA,NA,NA,NA,NA,NA,4.6,LC
Psarocolius cassini,Psarocolius,cassini,Baudo Oropendola,Passeriformes,Icteridae,50,50,Omnivore,0.693147181,395,460,460,NA,NA,NA,1,2.5,2.5,4.6,VU
Psarocolius decumanus,Psarocolius,decumanus,Crested Oropendola,Passeriformes,Icteridae,40,40,FruiNect,1.054920168,370,470,470,NA,NA,NA,NA,NA,NA,5.3,LC
Psarocolius guatimozinus,Psarocolius,guatimozinus,Black Oropendola,Passeriformes,Icteridae,50,50,Omnivore,0.693147181,390,470,470,NA,NA,NA,NA,NA,NA,6.4,LC
Psarocolius montezuma,Psarocolius,montezuma,Montezuma Oropendola,Passeriformes,Icteridae,50,50,Omnivore,0.693147181,347,500,500,NA,NA,NA,NA,NA,NA,6.1,LC
Psarocolius viridis,Psarocolius,viridis,Green Oropendola,Passeriformes,Icteridae,60,40,Invertebrate,0.673011667,370,485,485,NA,NA,NA,NA,NA,NA,4.6,LC
Psarocolius wagleri,Psarocolius,wagleri,Chestnut-headed Oropendola,Passeriformes,Icteridae,50,50,Omnivore,0.693147181,280,350,350,NA,NA,NA,NA,NA,NA,5.4,LC
Pselliophorus luteoviridis,Pselliophorus,luteoviridis,Yellow-green Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,172,185,185,NA,NA,NA,NA,NA,NA,3.8,VU
Pselliophorus tibialis,Pselliophorus,tibialis,Yellow-thighed Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,182,NA,NA,NA,NA,NA,NA,3.3,LC
Pseudopipra pipra,Pseudopipra,pipra,White-crowned Manakin,Passeriformes,Pipridae,40,60,FruiNect,0.673011667,90,100,100,NA,NA,NA,NA,NA,NA,5.1,LC
Pseudosaltator rufiventris,Pseudosaltator,rufiventris,Rufous-bellied Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,220,NA,NA,NA,NA,NA,NA,3.4,NT
Pseudoseisura lophotes,Pseudoseisura,lophotes,Brown Cacholote,Passeriformes,Furnariidae,70,10,Invertebrate,0.940447989,240,260,260,NA,NA,NA,NA,NA,NA,4.3,LC
Pseudoseisura unirufa,Pseudoseisura,unirufa,Rufous Cacholote,Passeriformes,Furnariidae,80,10,Invertebrate,0.63903186,200,210,210,NA,NA,NA,NA,NA,NA,4.3,LC
Pseudospingus verticalis,Pseudospingus,verticalis,Black-headed Hemispingus,Passeriformes,Thraupidae,80,20,Invertebrate,0.500402424,NA,NA,140,NA,NA,NA,NA,NA,NA,3.7,LC
Psittacara acuticaudatus,Psittacara,acuticaudatus,Blue-crowned Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,330,380,380,NA,NA,NA,NA,NA,2.00E-04,7,LC
Psittacara erythrogenys,Psittacara,erythrogenys,Red-masked Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.673011667,NA,NA,330,NA,NA,NA,NA,NA,NA,7,NT
Psittacara finschi,Psittacara,finschi,Crimson-fronted Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,280,NA,NA,NA,NA,NA,NA,4.28,LC
Psittacara holochlorus,Psittacara,holochlorus,Green Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,280,305,305,NA,NA,22.5,NA,NA,NA,7,LC
Psittacara leucophthalmus,Psittacara,leucophthalmus,White-eyed Parakeet,Psittaciformes,Psittacidae,10,30,PlantSeed,1.313834033,320,350,350,NA,NA,NA,NA,NA,NA,7,LC
Psittacara mitratus,Psittacara,mitratus,Mitred Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,310,380,380,NA,NA,NA,NA,NA,NA,7,LC
Psittacara rubritorquis,Psittacara,rubritorquis,Red-throated Parakeet,Psittaciformes,Psittacidae,0,100,FruiNect,0,280,305,305,NA,NA,21.8,NA,NA,NA,7,LC
Psophia crepitans,Psophia,crepitans,Grey-winged Trumpeter,Gruiformes,Psophiidae,10,90,FruiNect,0.325082973,450,520,520,NA,NA,NA,0.58,0.88,0.88,7.68,NT
Psophia leucoptera,Psophia,leucoptera,Pale-winged Trumpeter,Gruiformes,Psophiidae,10,90,FruiNect,0.325082973,450,520,520,10,15,15,NA,NA,NA,10.4,NT
Psophia viridis,Psophia,viridis,Dark-winged Trumpeter,Gruiformes,Psophiidae,10,70,FruiNect,0.940447989,450,520,520,NA,NA,NA,NA,NA,NA,10.4,VU
Pteroglossus aracari,Pteroglossus,aracari,Black-necked Aracari,Piciformes,Ramphastidae,20,80,FruiNect,0.500402424,430,460,460,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus azara,Pteroglossus,azara,Ivory-billed Aracari,Piciformes,Ramphastidae,10,90,FruiNect,0.325082973,360,450,450,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus bailloni,Pteroglossus,bailloni,Saffron Toucanet,Piciformes,Ramphastidae,0,90,FruiNect,0.325082973,350,390,390,NA,NA,NA,NA,NA,NA,7,NT
Pteroglossus beauharnaisii,Pteroglossus,beauharnaisii,Curl-crested Aracari,Piciformes,Ramphastidae,0,80,FruiNect,0.500402424,420,460,460,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus castanotis,Pteroglossus,castanotis,Chestnut-eared Aracari,Piciformes,Ramphastidae,10,60,FruiNect,1.227529411,430,470,470,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus erythropygius,Pteroglossus,erythropygius,Pale-billed Araçari,Piciformes,Ramphastidae,10,70,FruiNect,0.940447989,380,430,430,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus frantzii,Pteroglossus,frantzii,Fiery-billed Aracari,Piciformes,Ramphastidae,10,80,FruiNect,0.63903186,NA,NA,450,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus humboldti,Pteroglossus,humboldti,Lettered Aracari,Piciformes,Ramphastidae,0,80,FruiNect,0.500402424,330,370,370,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus inscriptus,Pteroglossus,inscriptus,Lettered Aracari,Piciformes,Ramphastidae,0,80,FruiNect,0.500402424,330,370,370,NA,NA,NA,1,2.5,2.5,7,LC
Pteroglossus pluricinctus,Pteroglossus,pluricinctus,Many-banded Aracari,Piciformes,Ramphastidae,40,60,FruiNect,0.673011667,430,470,470,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus sanguineus,Pteroglossus,sanguineus,Stripe-billed Araçari,Piciformes,Ramphastidae,10,70,FruiNect,0.940447989,380,430,430,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus sturmii,Pteroglossus,sturmii,Red-necked Aracari,Piciformes,Ramphastidae,10,80,FruiNect,0.63903186,NA,NA,360,NA,NA,NA,NA,NA,NA,7,NT
Pteroglossus torquatus,Pteroglossus,torquatus,Collared Aracari,Piciformes,Ramphastidae,10,70,FruiNect,0.940447989,380,430,430,NA,NA,NA,NA,NA,NA,7,LC
Pteroglossus viridis,Pteroglossus,viridis,Green Aracari,Piciformes,Ramphastidae,0,100,FruiNect,0,300,390,390,NA,NA,NA,NA,NA,NA,7,LC
Ptiliogonys caudatus,Ptiliogonys,caudatus,Long-tailed Silky-flycatcher,Passeriformes,Bombycillidae,50,50,Omnivore,0.693147181,237,244,244,NA,NA,NA,NA,NA,NA,5.6,LC
Ptiliogonys cinereus,Ptiliogonys,cinereus,Grey Silky-flycatcher,Passeriformes,Bombycillidae,50,50,Omnivore,0.693147181,185,210,210,NA,NA,NA,NA,NA,NA,5.6,LC
Pyrilia barrabandi,Pyrilia,barrabandi,Orange-cheeked Parrot,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,250,NA,NA,NA,NA,NA,NA,6.9,NT
Pyrilia caica,Pyrilia,caica,Caica Parrot,Psittaciformes,Psittacidae,0,20,PlantSeed,0.500402424,NA,NA,230,NA,NA,NA,NA,NA,NA,6.9,NT
Pyrilia haematotis,Pyrilia,haematotis,Brown-hooded Parrot,Psittaciformes,Psittacidae,0,40,PlantSeed,1.088899975,210,230,230,NA,NA,NA,NA,NA,NA,6.9,LC
Pyrilia pulchra,Pyrilia,pulchra,Rose-faced Parrot,Psittaciformes,Psittacidae,0,100,FruiNect,0,NA,NA,230,NA,NA,NA,NA,NA,NA,6.9,LC
Pyrilia pyrilia,Pyrilia,pyrilia,Saffron-headed Parrot,Psittaciformes,Psittacidae,0,50,Omnivore,0.943348392,NA,NA,240,NA,NA,NA,NA,NA,NA,6.9,NT
Pyroderus scutatus,Pyroderus,scutatus,Red-ruffed Fruitcrow,Passeriformes,Cotingidae,40,60,FruiNect,0.673011667,360,460,460,NA,NA,NA,NA,NA,0.013,4.6,LC
Pyrrhura albipectus,Pyrrhura,albipectus,White-necked Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.950270539,NA,NA,240,NA,NA,NA,NA,NA,NA,6,VU
